IPO Date,Symbol,Company Name,IPO Price,Current,Return
"Oct 20, 2021",ACAQ,Athena Consumer Acquisition Corp.,$10.00,$10.70,7.00%
"Oct 20, 2021",WWAC,Worldwide Webb Acquisition Corp.,$10.00,$10.42,4.20%
"Oct 20, 2021",ESAC,ESGEN Acquisition Corporation,$10.00,$10.87,8.70%
"Oct 20, 2021",NCAC,Newcourt Acquisition Corp,$10.00,$10.87,8.70%
"Oct 20, 2021",CYN,Cyngn Inc.,$7.50,$1.24,-83.47%
"Oct 20, 2021",SDIG,"Stronghold Digital Mining, Inc.",$19.00,$4.25,-77.63%
"Oct 20, 2021",CNTX,Context Therapeutics Inc.,$5.00,$1.34,-73.20%
"Oct 20, 2021",AXH,"Industrial Human Capital, Inc.",$10.00,$10.22,-
"Oct 19, 2021",ENTF,Enterprise 4.0 Technology Acquisition Corp.,$10.00,$10.64,6.40%
"Oct 19, 2021",FEXD,Fintech Ecosystem Development Corp.,$10.00,$10.56,5.60%
"Oct 19, 2021",SMAP,SportsMap Tech Acquisition Corp.,$10.00,$10.54,5.40%
"Oct 19, 2021",BMAQ,Blockchain Moon Acquisition Corp.,$10.00,$10.47,4.70%
"Oct 15, 2021",FNA,"Paragon 28, Inc.",$16.00,$17.96,12.25%
"Oct 15, 2021",CDAQ,Compass Digital Acquisition Corp.,$10.00,$10.34,3.40%
"Oct 15, 2021",INKT,"MiNK Therapeutics, Inc.",$12.00,$2.56,-78.67%
"Oct 15, 2021",PEPL,PepperLime Health Acquisition Corporation,$10.00,$10.45,4.50%
"Oct 15, 2021",AVHI,Achari Ventures Holdings Corp. I,$10.00,$10.75,7.50%
"Oct 15, 2021",FOUN,Founder SPAC,$10.00,$9.81,-1.90%
"Oct 15, 2021",SANB,Sanaby Health Acquisition Corp. I,$10.00,$10.21,2.10%
"Oct 14, 2021",GTLB,GitLab Inc.,$77.00,$48.66,-36.81%
"Oct 14, 2021",IHS,IHS Holding Limited,$21.00,$8.54,-59.33%
"Oct 14, 2021",TRIS,Tristar Acquisition I Corp.,$10.00,$10.48,4.79%
"Oct 14, 2021",BMAC,Black Mountain Acquisition Corp.,$10.00,$10.57,5.70%
"Oct 14, 2021",ROSE,Rose Hill Acquisition Corporation,$10.00,$11.61,16.10%
"Oct 14, 2021",LUCD,Lucid Diagnostics Inc.,$14.00,$1.37,-90.21%
"Oct 13, 2021",AVDX,"AvidXchange Holdings, Inc.",$25.00,$10.16,-59.36%
"Oct 13, 2021",FATP,Fat Projects Acquisition Corp,$10.00,$10.84,8.40%
"Oct 13, 2021",HCTI,"Healthcare Triangle, Inc.",$4.00,$2.47,-38.25%
"Oct 12, 2021",GIAC,Gesher I Acquisition Corp.,$10.00,$10.23,2.30%
"Oct 8, 2021",LCW,Learn CW Investment Corporation,$10.00,$10.46,4.60%
"Oct 8, 2021",JMAC,Maxpro Capital Acquisition Corp.,$10.00,$10.81,8.10%
"Oct 8, 2021",SAMA,Schultze Special Purpose Acquisition Corp. II,$10.00,$10.44,4.40%
"Oct 8, 2021",HWKZ,Hawks Acquisition Corp,$10.00,$10.29,2.90%
"Oct 8, 2021",CGTX,"Cognition Therapeutics, Inc.",$12.00,$2.75,-77.08%
"Oct 8, 2021",ISO,IsoPlexis Corporation,$15.00,$0.76,-94.92%
"Oct 7, 2021",LTH,"Life Time Group Holdings, Inc.",$18.00,$19.00,5.56%
"Oct 7, 2021",TCN,Tricon Residential Inc.,$12.40,$8.40,-32.26%
"Oct 7, 2021",THRX,"Theseus Pharmaceuticals, Inc.",$16.00,$9.52,-40.50%
"Oct 7, 2021",IXAQ,IX Acquisition Corp.,$10.00,$10.56,5.60%
"Oct 6, 2021",NVEI,Nuvei Corporation,$123.14,$27.15,-77.95%
"Oct 6, 2021",NFYS,Enphys Acquisition Corp.,$10.00,$10.39,3.90%
"Oct 6, 2021",AVAC,Avalon Acquisition Inc.,$10.00,$9.10,-9.00%
"Oct 6, 2021",PBAX,Phoenix Biotech Acquisition Corp.,$10.00,$10.85,8.45%
"Oct 6, 2021",VLCN,"Volcon, Inc.",$5.50,$0.61,-88.84%
"Oct 6, 2021",PCX,Parsec Capital Acquisitions Corp.,$10.00,$10.20,2.00%
"Oct 5, 2021",BHAC,Crixus BH3 Acquisition Company,$10.00,$10.36,3.60%
"Oct 5, 2021",RNER,Mount Rainier Acquisition Corp.,$10.00,$4.99,-50.10%
"Oct 1, 2021",TDCX,TDCX Inc.,$18.00,$8.14,-54.78%
"Oct 1, 2021",FWRG,"First Watch Restaurant Group, Inc.",$18.00,$16.10,-10.56%
"Oct 1, 2021",EXAI,Exscientia plc,$22.00,$6.38,-71.00%
"Oct 1, 2021",DMYS,"dMY Technology Group, Inc. VI",$10.00,$10.25,2.50%
"Oct 1, 2021",GATE,Marblegate Acquisition Corp.,$10.00,$10.38,3.80%
"Oct 1, 2021",PYXS,"Pyxis Oncology, Inc.",$16.00,$2.66,-83.38%
"Oct 1, 2021",MTRY,Monterey Bio Acquisition Corporation,$10.00,$10.91,9.10%
"Sep 30, 2021",OLPX,"Olaplex Holdings, Inc.",$21.00,$3.46,-83.52%
"Sep 30, 2021",ARTE,Artemis Strategic Investment Corporation,$10.00,$10.44,4.40%
"Sep 30, 2021",HPLT,Home Plate Acquisition Corp.,$10.00,$10.18,1.80%
"Sep 29, 2021",WRBY,Warby Parker Inc.,$40.00,$11.19,-72.03%
"Sep 29, 2021",HCVI,Hennessy Capital Investment Corp. VI,$10.00,$10.25,2.50%
"Sep 29, 2021",MEKA,MELI Kaszek Pioneer Corp,$10.00,$10.32,3.20%
"Sep 28, 2021",AMPL,"Amplitude, Inc.",$35.00,$10.63,-69.63%
"Sep 28, 2021",PRBM,Parabellum Acquisition Corp.,$10.00,$9.95,-0.50%
"Sep 28, 2021",BACA,Berenson Acquisition Corp. I,$10.00,$10.27,2.70%
"Sep 24, 2021",CWAN,"Clearwater Analytics Holdings, Inc.",$18.00,$15.77,-12.39%
"Sep 24, 2021",DSAQ,Direct Selling Acquisition Corp.,$10.00,$10.68,6.81%
"Sep 24, 2021",GIA,"GigCapital5, Inc.",-,$10.63,-
"Sep 24, 2021",HLTH,Cue Health Inc.,$16.00,$0.44,-97.26%
"Sep 23, 2021",RELY,"Remitly Global, Inc.",$43.00,$18.87,-56.12%
"Sep 23, 2021",ESMT,"EngageSmart, Inc.",$26.00,$17.75,-31.73%
"Sep 23, 2021",SOVO,"Sovos Brands, Inc.",$12.00,$19.44,62.00%
"Sep 23, 2021",STER,Sterling Check Corp.,$23.00,$12.12,-47.30%
"Sep 23, 2021",BRLT,"Brilliant Earth Group, Inc.",$12.00,$4.05,-66.29%
"Sep 23, 2021",LOCC,Live Oak Crestview Climate Acquisition Corp.,$10.00,$10.27,2.70%
"Sep 23, 2021",THRN,"Thorne HealthTech, Inc.",$10.00,$4.75,-52.50%
"Sep 23, 2021",ARBK,Argo Blockchain plc,$15.00,$1.61,-89.27%
"Sep 22, 2021",TOST,"Toast, Inc.",$40.00,$21.54,-46.15%
"Sep 22, 2021",FRSH,Freshworks Inc.,$36.00,$16.21,-54.97%
"Sep 22, 2021",IPAX,Inflection Point Acquisition Corp.,$10.00,$10.42,4.20%
"Sep 22, 2021",ARGU,Argus Capital Corp.,$10.00,$10.26,2.60%
"Sep 22, 2021",VBNK,VersaBank,$10.00,$7.46,-25.40%
"Sep 22, 2021",AKA,a.k.a. Brands Holding Corp.,$11.00,$0.41,-96.27%
"Sep 21, 2021",HHGC,HHG Capital Corporation,$10.00,$10.61,6.10%
"Sep 16, 2021",ACT,"Enact Holdings, Inc.",$19.00,$24.83,30.68%
"Sep 16, 2021",FORG,"ForgeRock, Inc.",$25.00,$19.56,-21.76%
"Sep 16, 2021",FLYA,Soar Technology Acquisition Corp.,$10.00,$10.41,4.10%
"Sep 15, 2021",ONON,On Holding AG,$24.00,$29.76,24.00%
"Sep 15, 2021",TWKS,"Thoughtworks Holding, Inc.",$21.00,$7.09,-66.24%
"Sep 15, 2021",DICE,"DICE Therapeutics, Inc.",$17.00,$46.70,174.71%
"Sep 15, 2021",BROS,Dutch Bros Inc.,$23.00,$28.13,22.30%
"Sep 15, 2021",PRCT,PROCEPT BioRobotics Corporation,$25.00,$33.25,33.00%
"Sep 15, 2021",DH,Definitive Healthcare Corp.,$27.00,$9.86,-63.48%
"Sep 15, 2021",TYRA,"Tyra Biosciences, Inc.",$16.00,$17.51,9.44%
"Sep 15, 2021",CIIG,"CIIG Capital Partners II, Inc.",$10.00,$8.75,-12.50%
"Sep 15, 2021",AEHA,Aesther Healthcare Acquisition Corp.,$10.00,$9.96,-0.39%
"Sep 15, 2021",WINV,WinVest Acquisition Corp.,$10.00,$10.85,8.50%
"Sep 15, 2021",KTTA,Pasithea Therapeutics Corp.,$5.00,$0.47,-90.70%
"Sep 15, 2021",EZFL,EZFill Holdings Inc.,$4.00,$2.29,-42.75%
"Sep 15, 2021",EDNC,Endurance Acquisition Corp.,$10.00,$8.29,-17.10%
"Sep 15, 2021",SIER,Sierra Lake Acquisition Corp.,$10.00,$10.12,1.20%
"Sep 14, 2021",SRAD,Sportradar Group AG,$27.00,$11.99,-55.59%
"Sep 14, 2021",PAFO,Pacifico Acquisition Corp.,$10.00,$4.20,-58.00%
"Sep 10, 2021",SLVR,SILVERspac Inc.,$10.00,$10.37,3.66%
"Sep 10, 2021",FLAG,"First Light Acquisition Group, Inc.",$10.00,$10.50,5.00%
"Sep 10, 2021",FHLT,Future Health ESG Corp.,$10.00,$10.20,2.00%
"Sep 10, 2021",BNIX,Bannix Acquisition Corp.,$10.00,$10.45,4.50%
"Sep 8, 2021",BNNR,Banner Acquisition Corp.,$10.00,$10.29,2.90%
"Sep 3, 2021",DWAC,Digital World Acquisition Corp.,$10.00,$12.46,24.60%
"Sep 3, 2021",OXUS,Oxus Acquisition Corp.,$10.00,$10.71,7.10%
"Sep 2, 2021",DTRT,DTRT Health Acquisition Corp.,$10.00,$10.34,3.35%
"Sep 2, 2021",INAQ,Insight Acquisition Corp.,$10.00,$10.38,3.80%
"Sep 2, 2021",GIPR,"Generation Income Properties, Inc.",$10.00,$3.97,-60.30%
"Sep 1, 2021",CNDA,Concord Acquisition Corp II,$10.00,$10.26,2.61%
"Aug 31, 2021",DDI,"DoubleDown Interactive Co., Ltd.",$18.00,$9.10,-49.44%
"Aug 31, 2021",REVE,Alpine Acquisition Corporation,$10.00,$10.54,5.40%
"Aug 31, 2021",CHWA,CHW Acquisition Corporation,$10.00,$8.28,-17.20%
"Aug 27, 2021",SQL,SeqLL Inc.,$4.75,$0.40,-91.61%
"Aug 26, 2021",MEOA,Minority Equality Opportunities Acquisition Inc.,$10.00,$11.05,10.50%
"Aug 26, 2021",SWSS,Springwater Special Situations Corp.,$10.00,$10.33,3.30%
"Aug 26, 2021",CCAI,Cascadia Acquisition Corp.,$10.00,$10.97,9.70%
"Aug 26, 2021",RNXT,"RenovoRx, Inc.",$9.00,$1.91,-78.78%
"Aug 20, 2021",WAVC,Waverley Capital Acquisition Corp. 1,$10.00,$10.34,3.40%
"Aug 13, 2021",KCGI,Kensington Capital Acquisition Corp. V,$10.00,$10.55,5.50%
"Aug 13, 2021",CENQ,CENAQ Energy Corp.,$10.00,$10.72,7.20%
"Aug 13, 2021",APMI,AxonPrime Infrastructure Acquisition Corporation,$10.00,$10.34,3.40%
"Aug 13, 2021",JAQC,Jupiter Acquisition Corporation,$10.00,$10.25,2.50%
"Aug 13, 2021",AACI,Armada Acquisition Corp. I,$10.00,$10.25,2.50%
"Aug 13, 2021",DATS,"DatChat, Inc.",$4.15,$0.54,-86.92%
"Aug 13, 2021",DRMA,"Dermata Therapeutics, Inc.",$7.00,$1.87,-73.29%
"Aug 12, 2021",AFTR,AfterNext HealthTech Acquisition Corp.,$10.00,$10.36,3.55%
"Aug 12, 2021",SSBK,"Southern States Bancshares, Inc.",$19.00,$21.38,12.53%
"Aug 12, 2021",PPHP,PHP Ventures Acquisition Corp.,$10.00,$10.70,7.00%
"Aug 12, 2021",OXAC,Oxbridge Acquisition Corp.,$10.00,$10.99,9.90%
"Aug 11, 2021",DCRD,Decarbonization Plus Acquisition Corporation IV,$10.00,$14.15,41.50%
"Aug 11, 2021",WQGA,World Quantum Growth Acquisition Corp.,$10.00,$10.28,2.80%
"Aug 11, 2021",TPBA,TPB Acquisition Corporation I,$10.00,$10.10,1.00%
"Aug 11, 2021",PONO,Pono Capital Corp.,$10.00,$11.05,10.50%
"Aug 11, 2021",VCXA,10X Capital Venture Acquisition Corp. II,$10.00,$10.22,2.20%
"Aug 11, 2021",CNTQ,Chardan NexTech Acquisition 2 Corp.,$10.00,$14.00,40.00%
"Aug 10, 2021",CPAA,Conyers Park III Acquisition Corp.,$10.00,$10.20,1.95%
"Aug 10, 2021",ELYM,"Eliem Therapeutics, Inc.",$12.50,$2.34,-81.28%
"Aug 10, 2021",ASPA,"Abri SPAC I, Inc.",$10.00,$10.82,8.20%
"Aug 10, 2021",AHPA,Avista Public Acquisition Corp. II,$10.00,$6.13,-38.70%
"Aug 6, 2021",IVVD,"Invivyd, Inc.",$17.00,$1.07,-93.71%
"Aug 6, 2021",ROCG,Roth CH Acquisition IV Co.,$10.00,$10.11,1.10%
"Aug 6, 2021",NOVV,Nova Vision Acquisition Corporation,$10.00,$10.82,8.20%
"Aug 6, 2021",RVAC,Riverview Acquisition Corp.,$10.00,$11.15,11.50%
"Aug 5, 2021",WEBR,Weber Inc.,$14.00,$8.12,-42.00%
"Aug 5, 2021",EWCZ,"European Wax Center, Inc.",$17.00,$18.00,5.88%
"Aug 5, 2021",GLEE,Gladstone Acquisition Corporation,$10.00,$10.16,1.60%
"Aug 4, 2021",BWC,Blue Whale Acquisition Corp I,$10.00,$10.15,1.50%
"Aug 4, 2021",AMCI,AMCI Acquisition Corp. II,$10.00,$9.91,-0.90%
"Aug 3, 2021",HWEL,Healthwell Acquisition Corp. I,$10.00,$10.27,2.70%
"Jul 30, 2021",DOLE,Dole plc,$16.00,$13.32,-16.75%
"Jul 30, 2021",RXST,"RxSight, Inc.",$16.00,$26.02,62.63%
"Jul 30, 2021",MXCT,"MaxCyte, Inc.",$13.00,$4.68,-64.00%
"Jul 30, 2021",TNYA,"Tenaya Therapeutics, Inc.",$15.00,$5.74,-61.73%
"Jul 30, 2021",OMGA,"Omega Therapeutics, Inc.",$17.00,$7.02,-58.71%
"Jul 30, 2021",IMRX,Immuneering Corporation,$15.00,$10.28,-31.47%
"Jul 30, 2021",XPAX,XPAC Acquisition Corp.,$10.00,$10.32,3.20%
"Jul 30, 2021",RANI,"Rani Therapeutics Holdings, Inc.",$11.00,$4.31,-60.82%
"Jul 30, 2021",INAB,"IN8bio, Inc.",$10.00,$1.90,-81.00%
"Jul 29, 2021",HOOD,"Robinhood Markets, Inc.",$38.00,$9.49,-75.03%
"Jul 29, 2021",NUVL,"Nuvalent, Inc.",$17.00,$43.85,157.94%
"Jul 29, 2021",RSKD,Riskified Ltd.,$21.00,$4.88,-76.76%
"Jul 29, 2021",COOK,"Traeger, Inc.",$18.00,$4.13,-77.06%
"Jul 29, 2021",ICVX,"Icosavax, Inc.",$15.00,$9.24,-38.40%
"Jul 29, 2021",RLYB,Rallybio Corporation,$13.00,$8.14,-37.38%
"Jul 29, 2021",MTAL,Metals Acquisition Corp,$10.00,$10.14,1.40%
"Jul 29, 2021",IMAQ,International Media Acquisition Corp.,$10.00,$10.90,9.00%
"Jul 29, 2021",SWAG,"Software Acquisition Group, Inc. III",$10.00,$9.73,-2.70%
"Jul 28, 2021",DUOL,"Duolingo, Inc.",$102.00,$140.03,37.28%
"Jul 28, 2021",PWSC,"PowerSchool Holdings, Inc.",$18.00,$19.06,5.89%
"Jul 28, 2021",MLNK,"MeridianLink, Inc.",$26.00,$19.75,-24.04%
"Jul 28, 2021",SNPO,Snap One Holdings Corp.,$18.00,$9.67,-46.28%
"Jul 28, 2021",APTM,Alpha Partners Technology Merger Corp.,$10.00,$10.36,3.60%
"Jul 28, 2021",DALS,DA32 Life Science Tech Acquisition Corp.,$10.00,$10.25,2.50%
"Jul 28, 2021",SEPA,SEP Acquisition Corp.,$10.00,$10.00,-
"Jul 27, 2021",ALPA,Alpha Healthcare Acquisition Corp. III,$10.00,$10.34,3.40%
"Jul 27, 2021",WRAC,Williams Rowland Acquisition Corp.,$10.00,$10.34,3.40%
"Jul 27, 2021",CADL,"Candel Therapeutics, Inc.",$8.00,$1.40,-82.50%
"Jul 23, 2021",CNM,"Core & Main, Inc.",$20.00,$29.14,45.70%
"Jul 23, 2021",XPOF,"Xponential Fitness, Inc.",$12.00,$25.60,113.33%
"Jul 23, 2021",CTKB,"Cytek Biosciences, Inc.",$17.00,$8.03,-52.76%
"Jul 23, 2021",GAMB,Gambling.com Group Limited,$8.00,$9.87,23.38%
"Jul 23, 2021",CRBU,"Caribou Biosciences, Inc.",$16.00,$4.33,-72.94%
"Jul 23, 2021",OB,Outbrain Inc.,$20.00,$4.95,-75.25%
"Jul 23, 2021",SOPH,SOPHiA GENETICS SA,$18.00,$3.84,-78.67%
"Jul 23, 2021",USCB,"USCB Financial Holdings, Inc.",$10.00,$10.78,7.80%
"Jul 23, 2021",BLNG,Belong Acquisition Corp.,$10.00,$10.23,2.30%
"Jul 22, 2021",RYAN,"Ryan Specialty Holdings, Inc.",$23.50,$43.14,83.57%
"Jul 22, 2021",INST,"Instructure Holdings, Inc.",$20.00,$24.17,20.85%
"Jul 22, 2021",BASE,"Couchbase, Inc.",$24.00,$14.63,-39.04%
"Jul 22, 2021",ZVIA,Zevia PBC,$14.00,$4.43,-68.36%
"Jul 22, 2021",ABSI,Absci Corporation,$16.00,$1.77,-88.94%
"Jul 22, 2021",ZENV,Zenvia Inc.,$13.00,$0.70,-94.58%
"Jul 21, 2021",PYCR,"Paycor HCM, Inc.",$23.00,$22.46,-2.35%
"Jul 21, 2021",VTEX,VTEX,$19.00,$4.56,-76.00%
"Jul 21, 2021",LAW,"CS Disco, Inc.",$32.00,$7.88,-75.38%
"Jul 21, 2021",PFTA,Portage Fintech Acquisition Corporation,$10.00,$10.35,3.50%
"Jul 21, 2021",KLTR,"Kaltura, Inc.",$10.00,$2.14,-78.60%
"Jul 21, 2021",VEEE,Twin Vee Powercats Co.,$6.00,$2.01,-66.58%
"Jul 20, 2021",TRTL,TortoiseEcofin Acquisition Corp. III,$10.00,$10.35,3.50%
"Jul 20, 2021",HCWB,HCW Biologics Inc.,$8.00,$2.30,-71.25%
"Jul 20, 2021",CLOE,Clover Leaf Capital Corp.,$10.00,$11.35,13.50%
"Jul 20, 2021",CLAY,Chavant Capital Acquisition Corp.,$10.00,$10.99,9.90%
"Jul 16, 2021",STVN,Stevanato Group S.p.A.,$21.00,$32.08,52.76%
"Jul 16, 2021",BRDG,Bridge Investment Group Holdings Inc.,$16.00,$10.60,-33.75%
"Jul 16, 2021",IMGO,"Imago BioSciences, Inc.",$16.00,-,-
"Jul 16, 2021",ERAS,"Erasca, Inc.",$16.00,$2.68,-83.25%
"Jul 16, 2021",RGC,Regencell Bioscience Holdings Limited,$9.50,$23.50,147.37%
"Jul 16, 2021",TWCB,Bilander Acquisition Corp.,$10.00,$10.16,1.60%
"Jul 16, 2021",BSAQ,Black Spade Acquisition Co,$10.00,$10.33,3.32%
"Jul 16, 2021",BLND,"Blend Labs, Inc.",$18.00,$0.86,-95.22%
"Jul 16, 2021",TCRX,"TScan Therapeutics, Inc.",$15.00,$2.70,-82.00%
"Jul 16, 2021",APAC,StoneBridge Acquisition Corporation,$10.00,$10.80,8.00%
"Jul 15, 2021",PECO,"Phillips Edison & Company, Inc.",$28.00,$32.20,15.00%
"Jul 15, 2021",SHCO,Soho House & Co Inc.,-,$6.05,-
"Jul 15, 2021",SGHT,"Sight Sciences, Inc.",$24.00,$7.85,-67.29%
"Jul 15, 2021",SERA,"Sera Prognostics, Inc.",$16.00,$3.98,-75.13%
"Jul 15, 2021",FXLV,F45 Training Holdings Inc.,$16.00,$0.62,-96.14%
"Jul 15, 2021",RPID,"Rapid Micro Biosystems, Inc.",$20.00,$0.99,-95.05%
"Jul 15, 2021",UPTD,TradeUP Acquisition Corp.,$10.00,$10.77,7.70%
"Jul 15, 2021",CLAQ,CleanTech Acquisition Corp.,$10.00,$5.60,-44.00%
"Jul 14, 2021",JATT,JATT Acquisition Corp,$10.00,$8.16,-18.40%
"Jul 14, 2021",IINN,Inspira Technologies Oxy B.H.N. Ltd.,$5.51,$1.43,-74.05%
"Jul 13, 2021",ARYE,ARYA Sciences Acquisition Corp V,$10.00,$10.35,3.50%
"Jul 13, 2021",UNCY,"Unicycive Therapeutics, Inc.",$5.00,$1.49,-70.20%
"Jul 12, 2021",GWII,Good Works II Acquisition Corp.,$10.00,$10.11,1.10%
"Jul 9, 2021",ACRO,Acropolis Infrastructure Acquisition Corp.,$10.00,$10.30,3.00%
"Jul 9, 2021",GLTA,Galata Acquisition Corp.,$10.00,$10.56,5.60%
"Jul 9, 2021",SNTG,Sentage Holdings Inc.,$5.00,$2.74,-45.12%
"Jul 9, 2021",RNAZ,"TransCode Therapeutics, Inc.",$4.00,$2.57,-35.75%
"Jul 8, 2021",ALCC,AltC Acquisition Corp.,$10.00,$10.60,5.98%
"Jul 8, 2021",MITQ,"Moving iMage Technologies, Inc.",$3.00,$1.12,-62.73%
"Jul 8, 2021",AGRI,AgriFORCE Growing Systems Ltd.,$5.00,$0.23,-95.32%
"Jul 8, 2021",RICO,Agrico Acquisition Corp.,$10.00,$13.36,33.60%
"Jul 2, 2021",NYXH,Nyxoah S.A.,$30.00,$7.96,-73.47%
"Jul 1, 2021",DNUT,"Krispy Kreme, Inc.",$17.00,$14.28,-16.00%
"Jul 1, 2021",EVCM,EverCommerce Inc.,$17.00,$11.16,-34.35%
"Jul 1, 2021",HEPS,D-Market Elektronik Hizmetler ve Ticaret A.S.,$12.00,$1.69,-85.92%
"Jul 1, 2021",DRAY,Macondray Capital Acquisition Corp. I,$10.00,$10.23,2.30%
"Jul 1, 2021",CORS,Corsair Partnering Corporation,$10.00,$10.35,3.50%
"Jul 1, 2021",CURV,Torrid Holdings Inc.,$21.00,$2.66,-87.33%
"Jul 1, 2021",FICV,Frontier Investment Corp,$10.00,$10.34,3.35%
"Jul 1, 2021",ABOS,"Acumen Pharmaceuticals, Inc.",$16.00,$5.42,-66.13%
"Jul 1, 2021",VRAR,"The Glimpse Group, Inc.",$7.00,$3.73,-46.71%
"Jul 1, 2021",WAVE,Eco Wave Power Global AB (publ),$8.00,$3.45,-56.88%
"Jul 1, 2021",GGGV,G3 VRM Acquisition Corp.,$10.00,$10.13,1.30%
"Jun 30, 2021",DIDIY,DiDi Global Inc.,$14.00,$2.77,-80.21%
"Jun 30, 2021",S,"SentinelOne, Inc.",$35.00,$15.45,-55.86%
"Jun 30, 2021",YOU,"Clear Secure, Inc.",$31.00,$22.72,-26.71%
"Jun 30, 2021",INTA,"Intapp, Inc.",$26.00,$47.23,81.65%
"Jun 30, 2021",IAS,Integral Ad Science Holding Corp.,$18.00,$18.16,0.89%
"Jun 30, 2021",LZ,"LegalZoom.com, Inc.",$28.00,$12.16,-56.57%
"Jun 30, 2021",XMTR,"Xometry, Inc.",$44.00,$20.78,-52.77%
"Jun 30, 2021",AVTE,"Aerovate Therapeutics, Inc.",$14.00,$16.00,14.29%
"Jun 30, 2021",DNAB,Social Capital Suvretta Holdings Corp. II,$10.00,$10.34,3.35%
"Jun 30, 2021",DNAD,Social Capital Suvretta Holdings Corp. IV,$10.00,$10.34,3.35%
"Jun 30, 2021",THCP,Thunder Bridge Capital Partners IV Inc.,$10.00,$10.13,1.30%
"Jun 30, 2021",CVRX,"CVRx, Inc.",$18.00,$14.25,-20.83%
"Jun 30, 2021",SHQA,Shelter Acquisition Corporation I,$10.00,$10.02,0.20%
"Jun 30, 2021",MCAF,Mountain Crest Acquisition Corp. IV,$10.00,$10.74,7.40%
"Jun 30, 2021",CPOP,"Pop Culture Group Co., Ltd",$6.00,$0.47,-92.17%
"Jun 30, 2021",DNAC,Social Capital Suvretta Holdings Corp. III,$10.00,$9.28,-7.20%
"Jun 30, 2021",DNAA,Social Capital Suvretta Holdings Corp. I,$10.00,$14.07,40.70%
"Jun 29, 2021",EOCW,Elliott Opportunity II Corp.,$10.00,$10.34,3.40%
"Jun 29, 2021",DDL,Dingdong (Cayman) Limited,$23.50,$3.02,-87.15%
"Jun 29, 2021",GOBI,Gobi Acquisition Corp.,$10.00,$10.00,-
"Jun 25, 2021",MCW,"Mister Car Wash, Inc.",$15.00,$8.48,-43.47%
"Jun 25, 2021",GHRS,GH Research PLC,$16.00,$11.99,-25.06%
"Jun 25, 2021",GRPH,"Graphite Bio, Inc.",$17.00,$2.66,-84.35%
"Jun 25, 2021",TKNO,"Alpha Teknova, Inc.",$16.00,$3.01,-81.19%
"Jun 25, 2021",ELEV,"Elevation Oncology, Inc.",$16.00,$1.52,-90.50%
"Jun 25, 2021",ACXP,"Acurx Pharmaceuticals, Inc.",$6.00,$2.57,-57.17%
"Jun 25, 2021",MF,Missfresh Limited,$13.00,$0.51,-96.08%
"Jun 25, 2021",GMVD,G Medical Innovations Holdings Ltd,$5.00,$0.39,-92.20%
"Jun 24, 2021",CFLT,"Confluent, Inc.",$36.00,$33.13,-7.97%
"Jun 24, 2021",DOCS,"Doximity, Inc.",$26.00,$32.05,23.27%
"Jun 24, 2021",FTVI,FinTech Acquisition Corp. VI,$10.00,$10.10,1.00%
"Jun 24, 2021",GLUE,"Monte Rosa Therapeutics, Inc.",$19.00,$6.80,-64.21%
"Jun 24, 2021",BHG,"Bright Health Group, Inc.",$18.00,$13.62,-24.33%
"Jun 24, 2021",MIRO,Miromatrix Medical Inc.,$9.00,$2.03,-77.44%
"Jun 24, 2021",UPXI,"Upexi, Inc.",$5.00,$2.36,-52.80%
"Jun 24, 2021",BON,Bon Natural Life Limited,$5.00,$0.59,-88.20%
